row_number,index_solo,long_solo,lat_solo,alt_solo,pontos_solo,cob_pais_solo,cob_arb_solo,solo_exp_solo,a_pav_solo,a_edf_solo,agua_solo,index,dia,long,lat,hora,temp,ur,alt,v,distance
502603,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,478,2011-06-21 00:00:00,600489,8279352,21:17:13,25.2874131131714,60.2411362046109,236 m,35 km/h,74.3303437365925
502604,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,479,2011-06-21 00:00:00,600547,8279429,21:17:23,25.2874131131714,59.460790393222,237 m,34 km/h,23.4093998214393
502605,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,480,2011-06-21 00:00:00,600603,8279506,21:17:33,25.3889551254735,59.460790393222,235 m,33 km/h,117.885537705013
503119,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,994,2011-06-28 00:00:00,600445,8279292,21:15:17,20.3118545103675,70.8733478847838,240 m,36 km/h,148.529458357593
503120,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,995,2011-06-28 00:00:00,600505,8279373,21:15:27,20.3118545103675,70.7758046583602,240 m,34 km/h,48.0832611206852
503121,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,996,2011-06-28 00:00:00,600561,8279448,21:15:37,20.3118545103675,70.7758046583602,241 m,35 km/h,46.5295604965274
503122,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,997,2011-06-28 00:00:00,600619,8279527,21:15:47,20.3118545103675,70.7758046583602,240 m,35 km/h,144.22205101856
503648,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,1523,2011-07-07 00:00:00,600430,8279271,21:23:42,23.0534888425248,70.6782614319366,237 m,34 km/h,174.289988237994
503649,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,1524,2011-07-07 00:00:00,600485,8279346,21:23:52,22.9519468302226,70.580718205513,238 m,35 km/h,81.467785044151
503650,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,1525,2011-07-07 00:00:00,600542,8279423,21:24:02,22.9519468302226,70.580718205513,238 m,33 km/h,16.2788205960997
503651,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,1526,2011-07-07 00:00:00,600596,8279496,21:24:12,22.9519468302226,70.4831749790894,237 m,33 km/h,105.688220724923
503652,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,1527,2011-07-07 00:00:00,600651,8279570,21:24:22,22.9519468302226,70.580718205513,235 m,33 km/h,197.770068513918
504168,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,2043,2011-07-12 00:00:00,600464,8279317,21:19:40,26.7090012854011,55.6566045627014,238 m,36 km/h,117.1537451386
504169,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,2044,2011-07-12 00:00:00,600523,8279398,21:19:50,26.8105432977032,55.266431657007,239 m,33 km/h,18.3575597506858
504170,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,2045,2011-07-12 00:00:00,600579,8279472,21:20:00,26.8105432977032,55.1688884305834,238 m,34 km/h,76.3216876123687
504171,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,2046,2011-07-12 00:00:00,600634,8279547,21:20:10,26.9120853100053,55.1688884305834,236 m,34 km/h,169.189243156886
504698,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,2573,2011-07-21 00:00:00,600415,8279252,21:25:04,24.068908965546,77.1161143758945,235 m,32 km/h,198.496851360418
504699,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,2574,2011-07-21 00:00:00,600468,8279323,21:25:14,24.068908965546,77.1161143758945,238 m,35 km/h,109.98636279103
504700,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,2575,2011-07-21 00:00:00,600525,8279400,21:25:24,24.068908965546,77.2136576023181,239 m,33 km/h,15.6524758424985
504701,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,2576,2011-07-21 00:00:00,600580,8279474,21:25:34,24.068908965546,77.2136576023181,238 m,35 km/h,78.5493475466219
504702,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,2577,2011-07-21 00:00:00,600637,8279551,21:25:44,23.9673669532438,77.3112008287417,236 m,34 km/h,174.183810958424
505225,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,3100,2011-07-26 00:00:00,600468,8279324,21:18:40,25.9982071992862,51.2671593736392,234 m,35 km/h,109.224539367305
505226,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,3101,2011-07-26 00:00:00,600526,8279401,21:18:50,25.9982071992862,51.2671593736392,234 m,36 km/h,14.3178210632764
505227,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,3102,2011-07-26 00:00:00,600585,8279481,21:19:00,26.0997492115883,51.2671593736392,233 m,35 km/h,87.1320836431679
505228,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,3103,2011-07-26 00:00:00,600643,8279559,21:19:10,26.0997492115883,51.2671593736392,230 m,34 km/h,184.173830931541
505761,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,3636,2011-08-08 00:00:00,600456,8279307,21:21:39,28.5367575068392,37.7086509007581,220 m,36 km/h,129.957685421063
505762,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,3637,2011-08-08 00:00:00,600515,8279386,21:21:49,28.5367575068392,37.8061941271817,222 m,36 km/h,31.8904374382039
505763,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,3638,2011-08-08 00:00:00,600574,8279467,21:21:59,28.6382995191413,37.3184779950637,233 m,35 km/h,69.462219947249
505764,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,3639,2011-08-08 00:00:00,600632,8279544,21:22:09,28.6382995191413,37.9037373536053,232 m,36 km/h,165.583815634258
506303,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,4178,2011-08-16 00:00:00,600447,8279295,21:30:15,31.4814758636007,34.0020082966611,231 m,37 km/h,144.941367455947
506304,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,4179,2011-08-16 00:00:00,600508,8279377,21:30:25,31.4814758636007,33.9044650702375,232 m,36 km/h,43.139309220246
506305,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,4180,2011-08-16 00:00:00,600567,8279457,21:30:35,31.4814758636007,33.9044650702375,232 m,38 km/h,57.3061951275776
506306,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,4181,2011-08-16 00:00:00,600629,8279541,21:30:45,31.5830178759028,33.7093786173903,230 m,35 km/h,161.418710191849
506826,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,4701,2011-08-29 00:00:00,600468,8279323,21:22:19,31.5830178759028,42.683355448362,237 m,34 km/h,109.98636279103
506827,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,4702,2011-08-29 00:00:00,600524,8279399,21:22:29,31.6845598882049,42.683355448362,238 m,32 km/h,17
506828,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,4703,2011-08-29 00:00:00,600577,8279470,21:22:39,31.6845598882049,42.5858122219384,237 m,32 km/h,73.5730929076656
506829,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,4704,2011-08-29 00:00:00,600630,8279542,21:22:49,31.6845598882049,42.4882689955148,236 m,34 km/h,162.806633771477
507347,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,5222,2011-08-30 00:00:00,600423,8279262,21:20:59,31.6845598882049,50.9745296943684,235 m,34 km/h,185.690602885553
507348,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,5223,2011-08-30 00:00:00,600478,8279337,21:21:09,31.6845598882049,50.8769864679448,237 m,30 km/h,92.8493403315285
507349,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,5224,2011-08-30 00:00:00,600528,8279404,21:21:19,31.6845598882049,50.8769864679448,237 m,33 km/h,11.4017542509914
507350,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,5225,2011-08-30 00:00:00,600583,8279478,21:21:29,31.6845598882049,50.7794432415212,237 m,36 km/h,83.5284382710463
507351,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,5226,2011-08-30 00:00:00,600641,8279557,21:21:39,31.6845598882049,50.7794432415212,235 m,36 km/h,181.394597493972
507879,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,5754,2011-09-06 00:00:00,600414,8279251,21:27:06,30.2629717159752,49.7064677508615,235 m,33 km/h,199.902476222782
507880,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,5755,2011-09-06 00:00:00,600470,8279325,21:27:16,30.2629717159752,49.6089245244379,238 m,36 km/h,107.168092266308
507881,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,5756,2011-09-06 00:00:00,600529,8279405,21:27:26,30.2629717159752,49.5113812980143,238 m,35 km/h,10.1980390271856
507882,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,5757,2011-09-06 00:00:00,600587,8279483,21:27:36,30.2629717159752,49.8040109772851,237 m,34 km/h,89.8888202169769
507883,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,5758,2011-09-06 00:00:00,600643,8279560,21:27:46,30.2629717159752,49.9015542037087,234 m,34 km/h,185
508424,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,6299,2011-09-19 00:00:00,600420,8279258,21:28:15,30.2629717159752,51.8524187321808,237 m,36 km/h,190.688227219197
508425,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,6300,2011-09-19 00:00:00,600479,8279338,21:28:25,30.2629717159752,51.8524187321808,239 m,36 km/h,91.438503924769
508426,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,6301,2011-09-19 00:00:00,600539,8279419,21:28:35,30.1614297036731,51.8524187321808,239 m,34 km/h,12
508427,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,6302,2011-09-19 00:00:00,600594,8279494,21:28:45,30.1614297036731,51.9499619586044,239 m,35 km/h,102.927158709449
508428,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,6303,2011-09-19 00:00:00,600652,8279571,21:28:55,30.1614297036731,51.9499619586044,236 m,35 km/h,199.160739102866
508962,80,600776,8279727,,P17.5,17.2468276116761,58.5493628572625,1.55107231103683,9.82764594128464,12.82509127874,0,481,2011-06-21 00:00:00,600657,8279579,21:17:43,25.4904971377756,59.8509632989164,233 m,33 km/h,189.90787240133
508963,80,600776,8279727,,P17.5,17.2468276116761,58.5493628572625,1.55107231103683,9.82764594128464,12.82509127874,0,482,2011-06-21 00:00:00,600712,8279653,21:17:53,25.5920391500778,59.460790393222,230 m,34 km/h,97.8365984690801
508964,80,600776,8279727,,P17.5,17.2468276116761,58.5493628572625,1.55107231103683,9.82764594128464,12.82509127874,0,483,2011-06-21 00:00:00,600769,8279727,21:18:03,25.6935811623799,59.8509632989164,225 m,33 km/h,7
