row_number,index_solo,long_solo,lat_solo,alt_solo,pontos_solo,cob_pais_solo,cob_arb_solo,solo_exp_solo,a_pav_solo,a_edf_solo,agua_solo,index,dia,long,lat,hora,temp,ur,alt,v,distance
3882,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3881,2016-10-29 00:00:00,609080,8268751, 0:3:0,27.2,49.3,197.2,0.13,4.12310562561766
3883,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3882,2016-10-29 00:00:00,609080,8268751, 0:3:1,27.2,49.3,197.2,0.06,4.12310562561766
3884,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3883,2016-10-29 00:00:00,609080,8268751, 0:3:2,27.2,49.3,197.2,0.06,4.12310562561766
3885,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3884,2016-10-29 00:00:00,609080,8268751, 0:3:3,27.2,49.4,197.1,0.06,4.12310562561766
3886,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3885,2016-10-29 00:00:00,609080,8268751, 0:3:4,27.2,49.4,197.2,0.06,4.12310562561766
3887,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3886,2016-10-29 00:00:00,609080,8268751, 0:3:5,27.2,49.4,197.1,0.06,4.12310562561766
3888,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3887,2016-10-29 00:00:00,609080,8268751, 0:3:6,27.2,49.3,197.1,0.06,4.12310562561766
3889,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3888,2016-10-29 00:00:00,609080,8268751, 0:3:7,27.2,49.3,197.1,0.04,4.12310562561766
3890,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3889,2016-10-29 00:00:00,609080,8268751, 0:3:8,27.2,49.3,197,0.04,4.12310562561766
3891,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3890,2016-10-29 00:00:00,609080,8268751, 0:3:9,27.2,49.4,197,0.04,4.12310562561766
3892,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3891,2016-10-29 00:00:00,609080,8268751, 0:3:10,27.2,49.4,197,0.04,4.12310562561766
3893,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3892,2016-10-29 00:00:00,609080,8268751, 0:3:11,27.2,49.4,197,0.04,4.12310562561766
3894,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3893,2016-10-29 00:00:00,609080,8268751, 0:3:12,27.2,49.3,197,0.04,4.12310562561766
3895,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3894,2016-10-29 00:00:00,609080,8268751, 0:3:13,27.2,49.3,197,0.04,4.12310562561766
3896,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3895,2016-10-29 00:00:00,609080,8268751, 0:3:14,27.2,49.3,197,0.04,4.12310562561766
3897,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3896,2016-10-29 00:00:00,609080,8268751, 0:3:21,27.2,48.8,197,0.61,4.12310562561766
3898,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3897,2016-10-29 00:00:00,609079,8268751, 0:3:22,27.2,48.8,197,1.72,3.16227766016838
3899,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3898,2016-10-29 00:00:00,609079,8268749, 0:3:23,27.2,48.8,197.1,1.72,4.24264068711928
3900,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3899,2016-10-29 00:00:00,609079,8268749, 0:3:24,27.2,49.4,197.1,1.72,4.24264068711928
3901,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3900,2016-10-29 00:00:00,609078,8268748, 0:3:25,27.2,49.4,197.1,1.72,4.47213595499958
3902,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3901,2016-10-29 00:00:00,609077,8268747, 0:3:26,27.2,49.4,197.1,7.83,5.09901951359278
3903,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3902,2016-10-29 00:00:00,609075,8268746, 0:3:27,27.2,49.5,197.1,7.83,6.08276253029822
3904,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3903,2016-10-29 00:00:00,609073,8268746, 0:3:28,27.2,49.5,197,7.83,6.70820393249937
3905,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3904,2016-10-29 00:00:00,609070,8268746, 0:3:29,27.2,49.5,196.7,7.83,8.48528137423857
3906,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3905,2016-10-29 00:00:00,609068,8268747, 0:3:30,27.2,49.6,196.2,7.83,9.4339811320566
3907,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3906,2016-10-29 00:00:00,609065,8268748, 0:3:31,27.2,49.6,196.2,12.63,11.7046999107196
3908,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3907,2016-10-29 00:00:00,609062,8268750, 0:3:32,27.2,49.6,196.1,12.63,14.142135623731
3909,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3908,2016-10-29 00:00:00,609058,8268752, 0:3:33,27.2,49.8,196,12.63,18
