DIA,LONG,LAT,HORA,T(°C) ,Ur (%),ALT (m),V(km/h),Unnamed: 8,LONG,LAT,ALT (m),PONTOS,Unnamed: 4,COB. PAIS (%),COB. ARB.(%),SOLO EXP.(%),A. PAV.(%),A. EDF. (%),ÁGUA(%)
2011-04-26,606689,8269765,19:55:37,26.607459273098947,81.0178434328387,198 m,33 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606607,8269801,19:55:47,26.607459273098947,81.31047311210952,198 m,33 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606522,8269839,19:55:57,26.607459273098947,81.50555956495673,199 m,34 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606436,8269877,19:56:07,26.607459273098947,81.31047311210952,199 m,34 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606351,8269915,19:56:17,26.607459273098947,81.31047311210952,199 m,34 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606266,8269953,19:56:27,26.607459273098947,81.21292988568592,198 m,30 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606190,8269987,19:56:37,26.607459273098947,81.21292988568592,198 m,31 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606112,8270025,19:56:47,26.607459273098947,81.1153866592623,198 m,32 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606030,8270060,19:56:57,26.607459273098947,81.40801633853313,196 m,28 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,605958,8270090,19:57:07,26.607459273098947,81.31047311210952,197 m,30 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
